userid,age,occupation,gender
96516,30,executive/managerial,M
96517,25,college/grad student,M
96518,32,self-employed,M
96519,34,scientist,M
96520,26,other or not specified,M
96521,28,other or not specified,M
96522,29,sales/marketing,M
96523,34,sales/marketing,M
96524,34,academic/educator,F
96525,34,executive/managerial,M
96526,19,clerical/admin,M
96527,28,college/grad student,F
96528,26,executive/managerial,M
96529,34,sales/marketing,M
96530,26,academic/educator,F
96531,34,sales/marketing,M
96532,29,sales/marketing,M
96533,25,sales/marketing,M
96534,29,sales/marketing,M
96535,27,executive/managerial,M
96536,25,executive/managerial,M
96537,30,self-employed,M
96538,26,lawyer,F
96539,33,college/grad student,M
96540,33,academic/educator,F
96541,21,sales/marketing,M
96542,26,college/grad student,M
96543,27,sales/marketing,M
96544,19,scientist,M
96545,82,executive/managerial,F
96546,25,executive/managerial,M
96547,41,scientist,M
96548,33,academic/educator,F
96549,30,other or not specified,M
96550,34,executive/managerial,M
96551,30,sales/marketing,M
96552,20,sales/marketing,M
96553,20,clerical/admin,M
96554,32,other or not specified,M
96555,30,executive/managerial,M
96556,23,scientist,M
96557,26,self-employed,M
96558,30,self-employed,M
96559,21,K-12 student,M
96560,34,sales/marketing,M
96561,47,retired,F
96562,34,executive/managerial,M
96563,26,self-employed,F
96564,33,academic/educator,M
96565,31,programmer,M
96566,30,retired,M
96567,32,executive/managerial,F
96568,32,executive/managerial,M
96569,27,homemaker,F
96570,19,college/grad student,M
96571,32,scientist,M
96572,34,scientist,M
96573,30,college/grad student,M
96574,27,scientist,M
96575,27,academic/educator,M
96576,26,college/grad student,M
96577,32,self-employed,F
96578,28,scientist,M
96579,25,executive/managerial,M
96580,30,sales/marketing,F
96581,26,college/grad student,M
96582,29,executive/managerial,M
96583,29,sales/marketing,F
96584,28,college/grad student,M
96585,27,college/grad student,M
96586,24,executive/managerial,M
96587,27,homemaker,F
96588,26,college/grad student,M
96589,18,sales/marketing,F
96590,20,sales/marketing,M
96591,27,self-employed,M
96592,31,sales/marketing,M
96593,24,sales/marketing,M
96594,28,other or not specified,M
96595,42,other or not specified,M
96596,30,college/grad student,M
96597,30,other or not specified,F
96598,25,self-employed,M
96599,26,executive/managerial,M
96600,43,sales/marketing,M
96601,48,sales/marketing,M
96602,30,scientist,M
96603,83,retired,M
96604,28,college/grad student,M
96605,29,sales/marketing,M
96606,30,executive/managerial,M
96607,34,scientist,M
96608,31,sales/marketing,M
96609,32,college/grad student,M
96610,13,K-12 student,M
96611,32,executive/managerial,M
96612,25,technician/engineer,M
96613,29,self-employed,M
96614,34,other or not specified,M
96615,27,other or not specified,M
96616,21,scientist,M
96617,32,executive/managerial,M
96618,24,clerical/admin,M
96619,34,college/grad student,M
96620,28,executive/managerial,M
96621,31,executive/managerial,M
96622,34,scientist,M
96623,30,academic/educator,M
96624,31,scientist,M
96625,26,other or not specified,M
96626,25,executive/managerial,M
96627,33,college/grad student,M
96628,25,college/grad student,M
96629,18,sales/marketing,M
96630,34,sales/marketing,F
96631,30,executive/managerial,M
96632,26,academic/educator,M
96633,34,scientist,M
96634,46,retired,M
96635,26,executive/managerial,M
96636,27,other or not specified,F
96637,30,programmer,M
96638,27,college/grad student,M
96639,29,college/grad student,M
96640,25,college/grad student,F
96641,27,executive/managerial,M
96642,30,other or not specified,M
96643,25,college/grad student,M
96644,45,clerical/admin,F
96645,32,sales/marketing,M
96646,18,K-12 student,M
96647,26,sales/marketing,M
96648,25,college/grad student,M
96649,33,sales/marketing,M
96650,29,college/grad student,M
96651,28,college/grad student,M
96652,25,college/grad student,M
96653,32,college/grad student,M
96654,25,college/grad student,M
96655,29,college/grad student,M
96656,31,self-employed,M
96657,25,self-employed,M
96658,25,other or not specified,M
96659,32,college/grad student,M
96660,28,college/grad student,M
96661,27,self-employed,F
96662,34,college/grad student,M
96663,29,scientist,M
96664,29,college/grad student,M
96665,33,college/grad student,M
96666,26,scientist,M
96667,26,executive/managerial,M
96668,34,college/grad student,M
96669,31,college/grad student,M
96670,28,executive/managerial,M
96671,31,executive/managerial,F
96672,31,other or not specified,M
96673,30,college/grad student,M
96674,32,college/grad student,M
96675,20,college/grad student,M
96676,32,college/grad student,M
96677,26,sales/marketing,M
96678,25,executive/managerial,M
96679,32,tradesman/craftsman,M
96680,29,college/grad student,M
96681,39,homemaker,M
96682,26,college/grad student,M
96683,28,executive/managerial,M
96684,39,writer,M
96685,33,executive/managerial,M
96686,31,programmer,M
96687,34,sales/marketing,M
96688,27,executive/managerial,M
96689,29,K-12 student,F
96690,26,college/grad student,M
96691,37,self-employed,F
96692,31,K-12 student,M
96693,26,sales/marketing,M
96694,32,executive/managerial,M
96695,30,college/grad student,M
96696,26,self-employed,M
96697,28,scientist,M
96698,24,sales/marketing,M
96699,30,executive/managerial,M
96700,26,sales/marketing,M
96701,21,K-12 student,M
96702,25,other or not specified,M
96703,23,sales/marketing,M
96704,41,executive/managerial,M
96705,33,scientist,F
96706,28,college/grad student,M
96707,32,self-employed,M
96708,26,academic/educator,F
96709,34,executive/managerial,M
96710,26,other or not specified,F
96711,30,college/grad student,M
96712,31,clerical/admin,M
96713,32,executive/managerial,M
96714,71,retired,F
96715,25,executive/managerial,M
96716,75,academic/educator,F
96717,51,homemaker,M
96718,25,college/grad student,M
96719,34,scientist,M
96720,83,retired,F
96721,29,executive/managerial,M
96722,30,scientist,F
96723,28,executive/managerial,M
96724,33,college/grad student,M
96725,12,K-12 student,M
96726,27,homemaker,M
96727,68,academic/educator,F
96728,28,college/grad student,M
96729,30,programmer,M
96730,31,other or not specified,M
96731,32,executive/managerial,M
96732,27,sales/marketing,M
96733,30,executive/managerial,M
96734,34,executive/managerial,M
96735,21,college/grad student,M
96736,26,college/grad student,M
96737,27,college/grad student,M
96738,33,self-employed,M
96739,34,executive/managerial,M
96740,46,executive/managerial,M
96741,29,clerical/admin,M
96742,18,homemaker,F
96743,28,tradesman/craftsman,M
96744,18,college/grad student,M
96745,31,college/grad student,M
96746,29,sales/marketing,M
96747,29,self-employed,M
96748,37,academic/educator,M
96749,34,K-12 student,M
96750,43,artist,M
96751,31,other or not specified,M
96752,30,scientist,M
96753,33,executive/managerial,M
96754,29,executive/managerial,F
96755,30,college/grad student,M
96756,32,executive/managerial,M
96757,14,scientist,M
96758,28,college/grad student,M
96759,33,executive/managerial,M
96760,26,executive/managerial,M
96761,15,college/grad student,M
96762,28,college/grad student,M
96763,30,scientist,M
96764,33,academic/educator,F
96765,31,other or not specified,F
96766,26,executive/managerial,M
96767,29,self-employed,M
96768,33,college/grad student,M
96769,31,self-employed,M
96770,30,college/grad student,M
96771,33,sales/marketing,M
96772,28,sales/marketing,M
96773,29,sales/marketing,M
96774,32,scientist,M
96775,18,college/grad student,M
96776,29,college/grad student,F
96777,32,executive/managerial,M
96778,26,self-employed,M
96779,28,other or not specified,M
96780,36,clerical/admin,M
96781,27,executive/managerial,M
96782,24,college/grad student,M
96783,28,college/grad student,M
96784,29,sales/marketing,M
96785,32,college/grad student,M
96786,34,sales/marketing,M
96787,34,academic/educator,M
96788,30,sales/marketing,M
96789,29,other or not specified,M
96790,28,executive/managerial,M
96791,32,executive/managerial,M
96792,33,artist,M
96793,33,other or not specified,M
96794,25,academic/educator,M
96795,32,clerical/admin,M
96796,27,sales/marketing,M
96797,26,sales/marketing,M
96798,25,college/grad student,M
96799,29,other or not specified,F
96800,30,sales/marketing,M
96801,28,executive/managerial,M
96802,31,other or not specified,M
96803,26,scientist,M
96804,30,college/grad student,M
96805,34,sales/marketing,M
96806,34,retired,F
96807,18,K-12 student,F
96808,30,college/grad student,M
96809,31,college/grad student,M
96810,32,executive/managerial,M
96811,30,other or not specified,M
96812,32,college/grad student,M
96813,26,scientist,M
96814,30,executive/managerial,M
96815,33,other or not specified,M
96816,39,executive/managerial,M
96817,33,executive/managerial,M
96818,53,self-employed,F
96819,28,self-employed,M
96820,27,academic/educator,M
96821,34,scientist,M
96822,32,customer service,M
96823,34,college/grad student,F
96824,33,scientist,M
96825,81,academic/educator,M
96826,27,college/grad student,M
96827,26,homemaker,M
96828,22,sales/marketing,M
96829,25,programmer,M
96830,33,executive/managerial,M
96831,30,executive/managerial,M
96832,28,college/grad student,M
96833,28,scientist,M
96834,34,executive/managerial,F
96835,35,homemaker,M
96836,33,executive/managerial,M
96837,20,self-employed,M
96838,29,K-12 student,M
96839,31,college/grad student,F
96840,26,self-employed,M
96841,30,scientist,M
96842,18,K-12 student,M
96843,32,executive/managerial,M
96844,25,college/grad student,M
96845,26,other or not specified,M
96846,34,self-employed,M
96847,29,homemaker,F
96848,18,K-12 student,F
96849,28,scientist,M
96850,27,customer service,M
96851,29,college/grad student,M
96852,29,scientist,M
96853,31,tradesman/craftsman,M
96854,18,college/grad student,M
96855,28,executive/managerial,M
96856,33,sales/marketing,M
96857,28,college/grad student,M
96858,25,sales/marketing,M
96859,35,sales/marketing,M
96860,33,sales/marketing,M
96861,25,artist,M
96862,31,other or not specified,M
96863,31,college/grad student,F
96864,28,executive/managerial,M
96865,30,scientist,M
96866,30,self-employed,M
96867,30,sales/marketing,M
96868,18,college/grad student,M
96869,32,scientist,M
96870,32,lawyer,M
96871,33,college/grad student,M
96872,26,self-employed,M
96873,33,college/grad student,M
96874,78,academic/educator,F
96875,30,sales/marketing,M
96876,28,K-12 student,M
96877,30,college/grad student,M
96878,34,college/grad student,M
96879,29,college/grad student,M
96880,26,executive/managerial,M
96881,21,K-12 student,M
96882,28,college/grad student,M
96883,28,college/grad student,F
96884,27,artist,F
96885,34,artist,M
96886,27,executive/managerial,M
96887,21,K-12 student,M
96888,32,scientist,M
96889,31,scientist,M
96890,24,executive/managerial,M
96891,18,programmer,M
96892,34,sales/marketing,M
96893,33,K-12 student,M
96894,27,executive/managerial,M
96895,32,college/grad student,M
96896,30,self-employed,M
96897,29,college/grad student,M
96898,23,college/grad student,M
96899,26,college/grad student,M
96900,33,sales/marketing,M
96901,39,college/grad student,M
96902,28,scientist,M
96903,35,artist,M
96904,30,executive/managerial,M
96905,30,self-employed,M
96906,29,executive/managerial,M
96907,31,college/grad student,F
96908,75,executive/managerial,M
96909,30,sales/marketing,M
96910,30,other or not specified,M
96911,29,homemaker,F
96912,28,college/grad student,M
96913,26,sales/marketing,M
96914,22,scientist,M
96915,33,college/grad student,M
96916,33,sales/marketing,M
96917,34,college/grad student,M
96918,32,sales/marketing,M
96919,27,college/grad student,F
96920,44,executive/managerial,F
96921,32,executive/managerial,M
96922,40,artist,F
96923,47,scientist,M
96924,34,tradesman/craftsman,M
96925,29,artist,F
96926,30,technician/engineer,M
96927,29,college/grad student,M
96928,29,self-employed,F
96929,30,programmer,F
96930,33,sales/marketing,M
96931,25,executive/managerial,M
96932,30,other or not specified,M
96933,31,sales/marketing,M
96934,20,college/grad student,M
96935,25,other or not specified,M
96936,27,executive/managerial,M
96937,29,self-employed,M
96938,30,homemaker,M
96939,30,clerical/admin,M
96940,33,artist,F
96941,26,scientist,M
96942,29,college/grad student,M
96943,29,self-employed,M
96944,27,college/grad student,M
96945,13,K-12 student,M
96946,26,other or not specified,M
96947,33,sales/marketing,M
96948,37,writer,M
96949,28,executive/managerial,M
96950,32,executive/managerial,M
96951,27,college/grad student,F
96952,38,clerical/admin,F
96953,26,academic/educator,M
96954,29,artist,M
96955,33,executive/managerial,M
96956,33,scientist,M
96957,28,college/grad student,M
96958,34,scientist,F
96959,28,executive/managerial,M
96960,31,college/grad student,M
96961,25,academic/educator,M
96962,84,homemaker,M
96963,30,college/grad student,M
96964,25,K-12 student,M
96965,28,college/grad student,F
96966,25,artist,M
96967,29,college/grad student,M
96968,30,executive/managerial,M
96969,30,college/grad student,M
96970,32,executive/managerial,M
96971,29,executive/managerial,M
96972,16,K-12 student,M
96973,32,doctor/health care,M
96974,27,college/grad student,M
96975,33,college/grad student,M
96976,30,college/grad student,F
96977,28,other or not specified,M
96978,27,other or not specified,M
96979,27,college/grad student,F
96980,27,college/grad student,M
96981,29,college/grad student,F
96982,25,college/grad student,M
96983,29,executive/managerial,M
96984,32,executive/managerial,M
96985,17,college/grad student,M
96986,28,retired,M
96987,27,college/grad student,M
96988,32,other or not specified,M
96989,31,sales/marketing,M
96990,39,executive/managerial,M
96991,31,college/grad student,M
96992,32,college/grad student,M
96993,28,executive/managerial,M
96994,31,sales/marketing,M
96995,26,K-12 student,M
96996,31,scientist,M
96997,26,college/grad student,M
96998,30,college/grad student,M
96999,28,other or not specified,M
97000,36,executive/managerial,M
97001,29,self-employed,M
97002,22,sales/marketing,M
97003,26,sales/marketing,M
97004,47,other or not specified,M
97005,31,college/grad student,M
97006,29,executive/managerial,M
97007,40,executive/managerial,M
97008,28,scientist,M
97009,28,self-employed,M
97010,33,artist,M
97011,34,technician/engineer,M
97012,31,scientist,M
97013,32,college/grad student,M
97014,32,executive/managerial,F
97015,56,college/grad student,F
97016,32,college/grad student,M
97017,32,self-employed,M
97018,25,college/grad student,M
97019,26,college/grad student,M
97020,26,other or not specified,F
97021,31,scientist,F
97022,26,executive/managerial,M
97023,31,sales/marketing,M
97024,28,other or not specified,M
97025,33,technician/engineer,M
97026,26,scientist,M
97027,23,self-employed,M
97028,27,college/grad student,M
97029,28,executive/managerial,M
97030,26,unemployed,M
97031,33,college/grad student,M
97032,31,sales/marketing,M
97033,25,homemaker,M
97034,28,executive/managerial,M
97035,30,self-employed,F
97036,28,college/grad student,M
97037,32,executive/managerial,F
97038,32,scientist,M
97039,29,sales/marketing,M
97040,34,college/grad student,M
97041,84,retired,M
97042,24,sales/marketing,M
97043,33,executive/managerial,M
97044,34,K-12 student,M
97045,29,college/grad student,M
97046,32,lawyer,M
97047,18,scientist,M
97048,34,college/grad student,M
97049,45,homemaker,F
97050,30,college/grad student,M
97051,26,college/grad student,M
97052,25,college/grad student,M
97053,31,executive/managerial,M
97054,30,self-employed,M
97055,27,college/grad student,M
97056,25,college/grad student,M
97057,31,self-employed,F
97058,26,college/grad student,M
97059,27,artist,M
97060,26,homemaker,M
97061,25,sales/marketing,F
97062,31,college/grad student,F
97063,9,homemaker,M
97064,33,college/grad student,M
97065,28,other or not specified,M
97066,25,sales/marketing,M
97067,31,college/grad student,M
97068,31,academic/educator,M
97069,32,scientist,M
97070,31,executive/managerial,M
97071,34,executive/managerial,M
97072,29,sales/marketing,M
97073,28,executive/managerial,M
97074,28,college/grad student,F
97075,14,sales/marketing,M
97076,31,self-employed,M
97077,27,college/grad student,M
97078,30,self-employed,M
97079,28,college/grad student,M
97080,18,K-12 student,M
97081,30,self-employed,M
97082,25,scientist,F
97083,34,executive/managerial,M
97084,34,executive/managerial,M
97085,27,college/grad student,M
97086,34,sales/marketing,M
97087,34,scientist,M
97088,31,college/grad student,M
97089,63,academic/educator,F
97090,43,executive/managerial,M
97091,25,sales/marketing,M
97092,29,college/grad student,M
97093,55,executive/managerial,M
97094,32,executive/managerial,M
97095,55,executive/managerial,M
97096,28,executive/managerial,M
97097,33,other or not specified,M
97098,25,executive/managerial,F
97099,27,executive/managerial,M
97100,27,self-employed,M
97101,48,other or not specified,M
97102,25,executive/managerial,M
97103,18,K-12 student,M
97104,39,executive/managerial,F
97105,33,doctor/health care,M
97106,33,sales/marketing,M
97107,30,sales/marketing,M
97108,25,college/grad student,M
97109,29,executive/managerial,M
97110,28,executive/managerial,M
97111,31,executive/managerial,M
97112,37,sales/marketing,M
97113,30,executive/managerial,F
97114,28,college/grad student,M
97115,23,programmer,M
97116,33,other or not specified,M
97117,29,other or not specified,M
97118,33,tradesman/craftsman,M
97119,31,K-12 student,M
97120,28,college/grad student,M
97121,28,K-12 student,M
97122,42,customer service,M
97123,24,scientist,M
97124,31,other or not specified,M
97125,29,executive/managerial,M
97126,29,scientist,M
97127,27,college/grad student,F
97128,27,artist,F
97129,21,sales/marketing,M
97130,19,K-12 student,M
97131,28,college/grad student,M
97132,18,K-12 student,M
97133,34,college/grad student,F
97134,27,sales/marketing,M
97135,31,scientist,M
97136,33,college/grad student,M
97137,43,academic/educator,M
97138,30,executive/managerial,M
97139,32,college/grad student,M
97140,30,scientist,M
97141,19,sales/marketing,M
97142,32,college/grad student,M
97143,27,college/grad student,M
97144,32,self-employed,M
97145,25,homemaker,F
97146,32,college/grad student,M
97147,25,K-12 student,M
97148,34,executive/managerial,M
97149,28,executive/managerial,M
97150,73,retired,F
97151,31,scientist,M
97152,32,homemaker,M
97153,34,artist,F
97154,29,scientist,M
97155,27,college/grad student,M
97156,36,other or not specified,M
97157,25,executive/managerial,M
97158,33,college/grad student,M
97159,32,self-employed,F
97160,30,college/grad student,M
97161,23,sales/marketing,M
97162,27,college/grad student,M
97163,33,sales/marketing,M
97164,28,college/grad student,M
97165,31,executive/managerial,F
97166,30,sales/marketing,M
97167,32,executive/managerial,M
97168,28,sales/marketing,M
97169,41,retired,M
97170,25,college/grad student,M
97171,18,other or not specified,M
97172,31,homemaker,M
97173,32,sales/marketing,F
97174,33,academic/educator,F
97175,28,academic/educator,M
97176,42,clerical/admin,M
97177,29,college/grad student,M
97178,28,scientist,M
97179,27,college/grad student,M
97180,32,sales/marketing,M
97181,19,self-employed,M
97182,30,self-employed,M
97183,28,college/grad student,M
97184,29,college/grad student,F
97185,29,college/grad student,M
97186,29,executive/managerial,M
97187,28,sales/marketing,M
97188,32,executive/managerial,M
97189,29,executive/managerial,M
97190,25,self-employed,M
97191,58,executive/managerial,M
97192,27,artist,M
97193,25,K-12 student,M
97194,29,sales/marketing,F
97195,26,sales/marketing,M
97196,29,technician/engineer,M
97197,27,executive/managerial,M
97198,32,artist,M
97199,33,sales/marketing,M
97200,56,writer,M
97201,34,artist,M
97202,34,executive/managerial,M
97203,45,college/grad student,M
97204,31,executive/managerial,M
97205,28,scientist,M
97206,32,college/grad student,M
97207,33,sales/marketing,M
97208,25,retired,M
97209,32,homemaker,M
97210,33,college/grad student,M
97211,22,college/grad student,M
97212,34,executive/managerial,M
97213,27,college/grad student,M
97214,35,artist,F
97215,30,artist,M
97216,34,scientist,F
97217,33,executive/managerial,M
97218,30,homemaker,M
97219,26,executive/managerial,M
97220,29,homemaker,M
97221,26,homemaker,M
97222,26,other or not specified,M
97223,32,executive/managerial,M
97224,27,college/grad student,M
97225,32,executive/managerial,M
97226,28,sales/marketing,M
97227,42,executive/managerial,M
97228,25,technician/engineer,M
97229,25,sales/marketing,M
97230,33,college/grad student,M
97231,29,sales/marketing,M
97232,32,college/grad student,M
97233,31,other or not specified,M
97234,29,programmer,M
97235,27,executive/managerial,M
97236,33,sales/marketing,M
97237,29,self-employed,M
97238,32,technician/engineer,M
97239,32,self-employed,F
97240,31,executive/managerial,M
97241,31,scientist,M
97242,32,college/grad student,M
97243,30,K-12 student,M
97244,33,college/grad student,M
97245,32,executive/managerial,M
97246,34,other or not specified,M
97247,30,self-employed,M
97248,30,executive/managerial,M
97249,22,scientist,M
97250,20,sales/marketing,M
97251,28,college/grad student,M
97252,33,college/grad student,M
97253,34,college/grad student,M
97254,34,other or not specified,F
97255,26,executive/managerial,M
97256,28,sales/marketing,M
97257,30,unemployed,F
97258,27,academic/educator,F
97259,32,college/grad student,M
97260,29,sales/marketing,F
97261,27,sales/marketing,M
97262,44,scientist,F
97263,30,executive/managerial,M
97264,14,K-12 student,M
97265,34,executive/managerial,M
97266,34,clerical/admin,F
97267,25,homemaker,F
97268,26,executive/managerial,M
97269,34,executive/managerial,M
97270,34,scientist,F
97271,25,college/grad student,M
97272,34,sales/marketing,M
97273,28,other or not specified,F
97274,32,college/grad student,M
97275,33,sales/marketing,M
97276,27,other or not specified,M
97277,32,sales/marketing,M
97278,32,college/grad student,M
97279,33,sales/marketing,M
97280,29,college/grad student,M
97281,30,executive/managerial,M
97282,34,scientist,M
97283,26,college/grad student,M
97284,27,scientist,M
97285,32,sales/marketing,M
97286,32,sales/marketing,M
97287,32,other or not specified,M
97288,39,academic/educator,M
97289,27,clerical/admin,M
97290,30,clerical/admin,M
97291,30,executive/managerial,M
97292,25,sales/marketing,F
97293,34,other or not specified,M
97294,29,writer,M
97295,31,scientist,M
97296,25,executive/managerial,M
97297,19,sales/marketing,M
97298,33,executive/managerial,M
97299,33,academic/educator,M
97300,31,clerical/admin,F
97301,30,sales/marketing,M
97302,25,scientist,M
97303,31,executive/managerial,M
97304,34,sales/marketing,M
97305,30,college/grad student,M
97306,39,college/grad student,M
97307,27,college/grad student,M
97308,32,college/grad student,M
97309,30,executive/managerial,M
97310,26,homemaker,F
97311,19,sales/marketing,M
97312,25,other or not specified,M
97313,32,sales/marketing,M
97314,30,college/grad student,M
97315,31,sales/marketing,M
97316,34,college/grad student,M
97317,26,executive/managerial,M
97318,22,sales/marketing,M
97319,31,executive/managerial,M
97320,81,other or not specified,F
97321,26,executive/managerial,M
97322,30,college/grad student,M
97323,31,self-employed,M
97324,29,college/grad student,M
97325,34,sales/marketing,F
97326,32,executive/managerial,M
97327,34,academic/educator,F
97328,28,college/grad student,M
97329,32,scientist,F
97330,18,K-12 student,M
97331,29,college/grad student,M
97332,28,college/grad student,F
97333,31,executive/managerial,M
97334,31,college/grad student,M
97335,31,college/grad student,M
97336,28,college/grad student,M
97337,29,sales/marketing,M
97338,18,K-12 student,M
97339,27,executive/managerial,M
97340,26,retired,F
97341,29,college/grad student,M
97342,34,artist,M
97343,27,academic/educator,F
97344,29,executive/managerial,M
97345,31,self-employed,M
97346,32,other or not specified,M
97347,21,scientist,M
97348,89,other or not specified,F
97349,29,other or not specified,F
97350,40,clerical/admin,F
97351,34,K-12 student,M
97352,32,college/grad student,F
97353,26,college/grad student,M
97354,28,executive/managerial,M
97355,31,scientist,F
97356,25,college/grad student,M
97357,33,executive/managerial,M
97358,18,college/grad student,M
97359,12,scientist,M
97360,31,executive/managerial,M
97361,34,executive/managerial,M
97362,25,college/grad student,M
97363,33,homemaker,M
97364,21,homemaker,F
97365,31,technician/engineer,M
97366,26,executive/managerial,M
97367,31,executive/managerial,M
97368,33,self-employed,M
97369,33,college/grad student,M
97370,60,other or not specified,M
97371,26,executive/managerial,M
97372,29,scientist,M
97373,32,unemployed,M
97374,27,college/grad student,M
97375,29,college/grad student,M
97376,30,sales/marketing,M
97377,32,sales/marketing,M
97378,25,college/grad student,M
97379,31,other or not specified,M
97380,26,college/grad student,M
97381,33,other or not specified,M
97382,29,other or not specified,M
97383,22,college/grad student,M
97384,34,scientist,M
97385,27,executive/managerial,M
97386,29,executive/managerial,M
97387,28,college/grad student,M
97388,27,executive/managerial,F
97389,29,college/grad student,M
97390,24,homemaker,M
97391,32,self-employed,M
97392,31,lawyer,M
97393,25,sales/marketing,M
97394,33,sales/marketing,M
97395,40,retired,F
97396,25,scientist,M
97397,34,K-12 student,M
97398,26,sales/marketing,M
97399,31,executive/managerial,M
97400,27,other or not specified,F
97401,33,executive/managerial,M
97402,34,other or not specified,F
97403,27,other or not specified,F
97404,28,other or not specified,M
97405,32,executive/managerial,M
97406,27,self-employed,M
97407,26,self-employed,F
97408,32,college/grad student,M
97409,33,sales/marketing,M
97410,44,sales/marketing,M
97411,31,college/grad student,M
97412,27,retired,M
97413,32,self-employed,M
97414,34,college/grad student,M
97415,27,K-12 student,M
97416,33,K-12 student,M
97417,25,executive/managerial,M
97418,26,sales/marketing,M
97419,29,scientist,M
97420,15,K-12 student,M
97421,33,executive/managerial,M
97422,26,college/grad student,M
97423,29,sales/marketing,M
97424,29,sales/marketing,M
97425,61,retired,F
97426,20,scientist,M
97427,25,college/grad student,M
97428,8,K-12 student,M
97429,29,college/grad student,M
97430,18,K-12 student,M
97431,31,other or not specified,F
97432,19,scientist,M
97433,41,college/grad student,M
97434,30,sales/marketing,M
97435,34,sales/marketing,F
97436,31,other or not specified,F
97437,30,sales/marketing,M
97438,29,sales/marketing,M
97439,31,K-12 student,M
97440,32,executive/managerial,F
97441,26,executive/managerial,M
97442,34,executive/managerial,F
97443,27,self-employed,M
97444,31,executive/managerial,M
97445,29,scientist,M
97446,26,college/grad student,F
97447,29,college/grad student,F
97448,28,sales/marketing,M
97449,31,technician/engineer,M
97450,27,executive/managerial,M
97451,29,academic/educator,F
97452,30,executive/managerial,M
97453,32,college/grad student,M
97454,25,scientist,M
97455,26,college/grad student,M
97456,22,college/grad student,M
97457,28,college/grad student,M
97458,51,executive/managerial,M
97459,34,programmer,M
97460,33,executive/managerial,M
97461,25,scientist,M
97462,33,other or not specified,M
97463,30,sales/marketing,M
97464,25,college/grad student,M
97465,31,college/grad student,M
97466,34,executive/managerial,M
97467,34,homemaker,M
97468,34,college/grad student,M
97469,18,homemaker,M
97470,33,college/grad student,M
97471,29,executive/managerial,M
97472,28,college/grad student,M
97473,25,tradesman/craftsman,M
97474,18,artist,M
97475,32,executive/managerial,M
97476,33,college/grad student,M
97477,33,homemaker,M
97478,30,executive/managerial,M
97479,34,scientist,M
97480,33,executive/managerial,M
97481,34,scientist,M
97482,28,retired,F
97483,32,executive/managerial,M
97484,28,college/grad student,M
97485,27,college/grad student,M
97486,30,other or not specified,F
97487,26,college/grad student,M
97488,16,K-12 student,M
97489,54,executive/managerial,M
97490,29,scientist,M
97491,24,K-12 student,M
97492,30,sales/marketing,M
97493,34,programmer,M
97494,26,homemaker,M
97495,34,sales/marketing,M
97496,34,executive/managerial,M
97497,30,other or not specified,F
97498,29,executive/managerial,M
97499,29,K-12 student,M
97500,32,executive/managerial,M
97501,31,executive/managerial,M
97502,29,college/grad student,M
97503,28,executive/managerial,F
97504,30,college/grad student,F
97505,32,college/grad student,M
97506,9,K-12 student,M
97507,33,executive/managerial,M
97508,54,academic/educator,F
97509,27,academic/educator,M
97510,29,executive/managerial,M
97511,18,homemaker,M
97512,33,sales/marketing,M
97513,29,scientist,M
97514,34,executive/managerial,M
97515,18,sales/marketing,M
97516,34,executive/managerial,M
97517,25,K-12 student,M
97518,27,executive/managerial,M
97519,27,college/grad student,F
97520,26,executive/managerial,M
97521,30,sales/marketing,M
97522,27,college/grad student,F
97523,31,scientist,M
97524,34,college/grad student,M
97525,33,other or not specified,M
97526,31,academic/educator,M
97527,27,executive/managerial,M
97528,27,college/grad student,M
97529,28,retired,M
97530,18,K-12 student,M
97531,29,college/grad student,M
97532,28,executive/managerial,M
97533,32,sales/marketing,M
97534,29,other or not specified,F
97535,26,executive/managerial,M
97536,29,college/grad student,M
97537,31,technician/engineer,M
97538,30,college/grad student,M
97539,24,sales/marketing,M
97540,24,executive/managerial,M
97541,33,homemaker,F
97542,26,other or not specified,F
97543,30,college/grad student,M
97544,29,sales/marketing,M
97545,48,executive/managerial,M
97546,26,college/grad student,M
97547,36,scientist,F
97548,27,executive/managerial,M
97549,21,sales/marketing,M
97550,33,sales/marketing,F
97551,25,scientist,M
97552,38,self-employed,M
97553,31,technician/engineer,M
97554,30,other or not specified,F
97555,33,K-12 student,F
97556,54,executive/managerial,M
97557,19,sales/marketing,M
97558,25,sales/marketing,M
97559,24,sales/marketing,M
97560,27,scientist,F
97561,32,clerical/admin,M
97562,31,college/grad student,M
97563,19,sales/marketing,M
97564,32,college/grad student,M
97565,29,other or not specified,F
97566,34,scientist,M
97567,25,scientist,M
97568,24,sales/marketing,M
97569,26,artist,M
97570,20,sales/marketing,M
97571,30,college/grad student,M
97572,28,K-12 student,M
97573,27,homemaker,F
97574,31,executive/managerial,M
97575,14,K-12 student,M
97576,31,other or not specified,M
97577,30,sales/marketing,M
97578,25,sales/marketing,M
97579,31,scientist,M
97580,32,self-employed,M
97581,26,college/grad student,M
97582,30,college/grad student,M
97583,34,college/grad student,M
97584,18,K-12 student,M
97585,32,executive/managerial,M
97586,28,sales/marketing,M
97587,34,tradesman/craftsman,M
97588,25,college/grad student,M
97589,32,sales/marketing,M
97590,32,self-employed,M
97591,34,self-employed,M
97592,24,scientist,M
97593,29,sales/marketing,M
