userid,movieid,minute
275691,thunderbolt+1995,104
195863,2046+2004,126
13999,the+magic+of+belle+isle+2012,81
300631,daydream+nation+2010,77
53325,from+time+to+time+2009,51
325168,far+from+heaven+2002,62
179999,the+pebble+and+the+penguin+1995,11
249988,invincible+2006,8
186005,living+will...+2011,41
198103,city+of+ember+2008,11
287937,hovering+over+the+water+1986,16
129519,the+internecine+project+1974,35
10732,zatichi+the+outlaw+1967,86
12283,3+a.m.+2001,54
38671,102+minutes+that+changed+america+2008,87
155592,tea+for+two+1950,59
313382,dark+water+2005,34
140847,the+steam+experiment+2009,55
228195,the+beaver+2011,91
263565,the+lives+of+a+bengal+lancer+1935,22
350766,barfi+2012,146
71947,the+dancer+2011,31
193977,dallas+1950,19
321171,i+drink+your+blood+1970,10
94889,contraband+2012,2
55407,innocence+2000,40
121696,a+very+potter+musical+2009,125
2164,the+grand+maneuver+1955,105
64405,drawing+restraint+9+2005,90
137158,angels++demons+2009,23
266715,between+your+legs+1999,107
155576,comic+book+villains+2002,61
3620,last+night+2010,88
210325,man+of+iron+1981,13
256251,killer+holiday+2013,80
25196,the+capture+of+bigfoot+1979,66
283568,killing+kasztner+2008,83
13501,project+a+1983,59
45832,failure+to+launch+2006,84
326477,colin+quinn+long+story+short+2011,60
63434,black+sun+the+mythological+background+of+national+socialism+1998,37
168425,against+all+odds+1984,119
112783,five+star+final+1931,63
346497,superman+1978,3
73544,budz+house+2011,20
37678,the+grand+budapest+hotel+2014,29
191797,the+phantom+of+the+opera+2004,82
345788,betty+blue+1986,164
46256,babylon+xx+1979,74
329582,m+1931,95
131044,fire+and+ice+the+dragon+chronicles+2008,84
206746,the+blood+on+satans+claw+1971,14
74451,adrift+2009,16
240750,american+promise+2013,114
142959,going+my+way+1944,49
63334,the+story+of+a+cheat+1936,67
264843,the+method+2005,88
250988,a+tale+of+winter+1992,28
285564,moolaad+2004,43
101430,the+american+astronaut+2001,12
66140,pete+kellys+blues+1955,32
133691,the+tillman+story+2010,39
343810,trouble+at+timpetill+2008,35
326985,hansel+and+gretel+get+baked+2013,10
249158,the+shootist+1976,75
36172,setouchi+moonlight+serenade+1997,1
229128,meeting+people+is+easy+1998,61
134171,ants+in+the+pants+2000,57
53935,the+oily+maniac+1976,28
74528,role+models+2008,60
192153,a+little+bit+of+heaven+2011,75
73218,of+freaks+and+men+1998,75
149736,lebanon+2009,40
158425,pat+and+mike+1952,74
320852,viridiana+1961,49
246165,the+nanny+diaries+2007,8
213380,once+were+warriors+1994,29
237931,stoker+2013,75
173346,the+story+of+louis+pasteur+1936,78
17148,to+sir_+with+love+1967,60
298331,big+brown+eyes+1936,43
225775,bread+and+roses+2000,37
292797,the+holcroft+covenant+1985,50
15985,ballad+of+the+little+soldier+1984,33
212830,rendition+2007,86
309058,kummeli+goldrush+1997,47
21764,d.o.a.+1988,29
84299,do+you+remember+dolly+bell+1981,47
336734,1408+2007,34
27983,hollywood+canteen+1944,99
323704,the+great+mouse+detective+1986,65
139268,only+angels+have+wings+1939,0
79980,the+bread+and+alley+1970,0
43027,innerspace+1987,3
107080,a+moment+of+innocence+1996,78
142311,to+be+takei+2014,4
347001,lonesome+jim+2005,57
176214,the+great+lie+1941,53
87471,leprechaun+origins+2014,75
27195,five+fingers+of+death+1972,15
208284,auschwitz+the+nazis+and+the+final+solution+2005,35
128666,dead+ringer+1964,99
78868,captain+horatio+hornblower+r.n.+1951,11
6897,the+girl+from+nowhere+2013,42
333695,rampage+at+apache+wells+1965,63
249830,the+shrink+is+in+2001,56
125430,malice+in+wonderland+2009,71
314439,comrades+almost+a+love+story+1996,50
323073,b.t.k.+2008,90
234756,three+brave+men+1956,42
336933,the+enigma+of+kaspar+hauser+1974,61
84770,the+necessities+of+life+2008,89
228100,the+hanging+tree+1959,8
351616,extraordinary+measures+2010,105
128564,enid+2009,61
59400,the+devils+eye+1960,56
34448,who+killed+vincent+chin+1987,85
25753,birdcage+inn+1998,28
35017,brick+mansions+2014,19
240860,submarine+1928,73
289546,the+secret+2006,27
274875,calling+bulldog+drummond+1951,49
103508,no+man+of+her+own+1932,79
89253,six+shooter+2004,8
327988,1492+conquest+of+paradise+1992,18
145975,the+to+do+list+2013,31
336302,the+lusty+men+1952,109
109742,love+and+anarchy+1973,111
34718,revolver+2005,28
249754,magic+in+the+moonlight+2014,55
8468,her+masters+voice+2012,46
253552,the+silver+chalice+1954,137
209764,gaslight+1940,76
137816,hipsters+2008,41
220891,spring+breakdown+2009,70
85321,william+s.+burroughs+a+man+within+2010,68
273809,bigger+than+the+sky+2005,55
100893,sinister+2012,93
16952,crime+and+punishment+1983,48
313059,love+crazy+1941,96
60992,bedazzled+1967,32
256294,june+9+2008,52
170853,the+naked+face+1984,40
328116,a+couch+in+new+york+1996,41
73347,beautiful+boy+2010,27
50525,windtalkers+2002,35
152289,navajo+joe+1966,30
133107,policeman+2011,6
182649,bad+girl+island+2009,48
85210,man+on+a+mission+richard+garriotts+road+to+the+stars+2010,85
270004,frenchmen+2003,21
141954,the+overbrook+brothers+2009,18
309575,hillbillys+in+a+haunted+house+1967,71
349835,the+devils+playground+1976,62
316083,dead++breakfast+2004,69
210494,new+york_+new+york+1977,70
150251,why+we+fight+war+comes+to+america+1945,71
91603,the+castle+of+cloads+1970,74
134876,the+edge+1997,67
345019,the+flying+fleet+1929,27
239123,ten+inch+hero+2007,64
155890,the+tarnished+angels+1957,9
27801,dark+horse+2005,47
251174,to+wong+foo_+thanks+for+everything+julie+newmar+1995,30
46796,gone+in+60+seconds+1974,40
61113,the+round+up+2010,2
294056,growth+2010,44
115681,yoo+hoo+mrs+goldberg+2009,40
351239,the+world+before+her+2012,87
192085,life+after+beth+2014,26
181882,topkapi+1964,49
318431,from+beyond+the+grave+1974,30
213183,les+misrables+2012,2
39797,roadgames+1981,67
32060,some+folks+call+it+a+sling+blade+1994,9
89965,before+i+go+to+sleep+2014,16
90653,your+friend+the+rat+2007,3
160768,strange+bedfellows+1965,9
54475,trailer+park+boys+countdown+to+liquor+day+2009,0
216982,dragon+seed+1944,76
46715,endangered+species+1982,14
97193,an+american+werewolf+in+paris+1997,53
238426,agnes+of+god+1985,78
2531,the+bridge+to+nowhere+2009,105
285555,the+baytown+outlaws+2012,40
282906,stalker+1979,28
154743,adams+apples+2005,92
298109,snake+and+crane+arts+of+shaolin+1978,78
272961,the+little+giant+1933,25
134692,limelight+1952,64
184280,el+tren+de+la+memoria+2005,47
278091,culloden+1964,1
313759,im+not+there.+2007,62
57730,sexual+dependency+2003,79
324611,oliver+twist+1999,105
149437,rush+1991,107
312388,love+lasts+three+years+2011,90
39371,the+possession+of+david+oreilly+2010,8
334173,a+good+marriage+1982,89
73572,clean_+shaven+1993,28
125043,recollections+of+the+yellow+house+1989,23
82150,thelma++louise+1991,106
52979,the+flight+before+christmas+2008,64
210480,dinosaurs++a+fun-filled+trip+back+in+time+1987,25
333490,maya+lin+a+strong+clear+vision+1995,93
264522,bad+ass+2012,88
147163,my+boyfriends+back+1993,67
307164,space+pirate+captain+harlock+2013,78
114058,dhoom+2004,97
16821,the+return+of+the+musketeers+1989,71
324170,dracula+a.d.+1972+1972,61
185620,what+price+glory+1926,54
88109,the+flamingo+kid+1984,62
326501,straightheads+2007,57
219398,king+of+hearts+1966,51
311082,duck_+you+sucker+1971,1
280643,the+good+shepherd+2004,56
139620,every+man+for+himself+1980,41
36241,tomorrow_+the+world+1944,55
27201,state+of+siege+1972,123
283795,time+without+pity+1957,54
125725,a+kid+in+king+arthurs+court+1995,85
259666,airbag+1997,50
130500,the+blank+generation+1976,28
1917,the+smurfs+2+2013,83
39698,the+ninth+gate+1999,118
114235,dont+deliver+us+from+evil+1971,14
341915,my+old+lady+2014,79
79667,dont+worry_+im+fine+2006,83
14407,anotherworld+2008,110
49949,house+1977,76
344009,rhapsody+in+august+1991,60
139797,wetlands+2013,4
183580,the+assault+2010,87
91187,just+add+water+2008,62
9027,lucky+them+2013,3
151734,adopted+2009,4
48828,stars+in+my+crown+1950,83
199160,the+brute+1953,33
149212,female+yakuza+tale+1973,68
226059,watermelon+man+1970,28
17136,snatch+2000,83
131380,jesse+stone+sea+change+2007,67
145053,burden+of+dreams+1982,50
33422,zidane+-+a+21st+century+portrait+2006,56
151672,the+egg+and+i+1947,62
184807,funky+forest+the+first+contact+2005,135
259440,madman+1982,42
312245,beyond+the+minds+eye+1992,6
18528,40+days+and+40+nights+2002,74
69820,body+fat+index+of+love+2012,81
161787,no+reservations+2007,46
274020,the+tracey+fragments+2007,38
297770,from+above+2014,48
216966,the+shamrock+handicap+1926,6
35170,brides+2004,20
209934,out+cold+1989,9
167521,repo+man+1984,12
194412,red+lights+2012,9
97700,secret+beyond+the+door+1948,27
16412,horton+hears+a+who+2008,1
247495,love_+rosie+2014,1
66841,corpse+bride+2005,58
263080,implanted+2013,51
298249,the+wicked+lady+1945,38
162709,the+butler+2013,45
191005,carmen+comes+home+1951,60
68086,dead+times+1964,3
238560,resident+evil+extinction+2007,67
80830,madison+avenue+1962,87
138409,futureworld+1976,22
167419,the+arrival+of+wang+2012,12
120482,alexandria+why+1979,33
283656,kicking++screaming+2005,35
33121,guilty+hands+1931,11
86452,black+eagle+1988,46
122791,tom+petty+and+the+heartbreakers+runnin+down+a+dream+2007,174
174571,a+womans+tale+1991,61
283465,lampaansyjt+1972,82
127698,yi+yi+2000,97
167130,union+pacific+1939,30
204006,the+cider+house+rules+1999,17
68420,container+2006,11
88552,enid+is+sleeping+1991,27
235253,kurt++courtney+1998,74
174269,will+2011,92
299828,i+want+to+live+1958,58
69792,mr.+bones+2+back+from+the+past+2008,59
200438,savages+1972,28
270815,a+sense+of+history+1992,20
220276,steak+2007,47
18249,13+beloved+2006,9
202869,walter+1982,26
322909,three+outlaw+samurai+1964,31
2526,everything+is+illuminated+2005,59
302784,the+list+of+adrian+messenger+1963,55
338028,something+to+talk+about+1995,39
34399,cry+baby+lane+2000,23
334751,goldeneye+1995,60
196121,blood+of+dracula+1957,61
217456,bolero+1984,47
336897,gasoline+2001,8
197360,lugares+comunes+2002,101
62869,the+identical+2014,90
206482,castles+in+the+sky+2014,89
240181,life+as+a+house+2001,115
55123,fausto+5.0+2001,36
36457,vice+squad+1953,17
220853,the+mouse+that+roared+1959,62
19723,the+memphis+belle+a+story+of+a+flying+fortress+1944,11
116274,army+of+crime+2009,129
13467,king+of+the+hill+1993,61
47983,maurice+1987,69
173786,lord+jim+1965,27
12721,wyvern+2009,72
12973,blind+beast+1969,83
258265,lone+wolf+and+cub+baby+cart+in+peril+1972,64
308138,P2zSQ3fT0zs8,116
27857,the+divorcee+1930,85
44283,thomas+jefferson+1997,86
222104,spud+2010,32
303851,blackwoods+2001,26
141879,the+scorpion+king+3+battle+for+redemption+2012,64
143263,winnie+the+pooh+2011,17
295923,vanishing+point+1971,100
251237,white+shadows+in+the+south+seas+1928,61
175043,tenacious+d+in+the+pick+of+destiny+2006,42
209237,land+of+the+blind+2006,48
238687,them+2006,10
80790,heist+2001,11
614,russell+peters+outsourced+2006,19
202880,bottle+shock+2008,18
43536,these+final+hours+2014,41
199566,cast+a+deadly+spell+1991,8
288824,walker+1987,75
185253,sherlock+holmes+a+game+of+shadows+2011,95
250193,smile+1975,114
177213,pajczarki+,91
207977,flood+2007,89
58668,o+amor+natural+1996,64
161855,big+man+japan+2007,51
136913,dangerous+davies+1981,64
165619,ultraviolet+2006,31
259318,stripes+1981,49
46282,the+art+of+war+2000,98
4398,mother+night+1996,25
64651,transamerica+2005,7
318853,combat+girls+2011,8
238250,less+is+more+2000,27
137524,the+merry+widow+1925,93
317476,watermark+2013,58
173471,the+girl+from+monday+2005,51
262502,the+fighting+seabees+1944,72
93682,the+aviator+2004,117
117580,lallenatore+nel+pallone+2+2008,19
289343,the+fbi+story+1959,93
1312,eloise+at+the+plaza+2003,83
142117,the+seventh+seal+1957,13
240079,the+black+balloon+2008,59
277682,no+highway+in+the+sky+1951,39
260480,holidays+by+the+sea+2011,51
329587,rust+and+bone+2012,10
103363,my+little+eye+2002,22
82292,a+man+for+all+seasons+1966,84
299913,i+sell+the+dead+2008,81
133316,...and+justice+for+all+1979,43
303516,the+wild+one+1953,14
164011,beyond+silence+1996,110
136522,strange+cargo+1940,113
100101,return+to+oz+1985,91
270386,six+by+sondheim+2013,34
278638,kabei+our+mother+2008,9
61317,the+trespasser+1929,52
84450,clerks+1994,63
260807,babysitter+wanted+2009,46
176692,the+perfect+family+2011,33
343726,lovers+of+the+arctic+circle+1998,24
101518,a+gathering+of+eagles+1963,83
173090,valley+of+the+dragons+1961,55
218917,according+to+greta+2009,35
88288,redwood+highway+2013,22
285156,mcfarland_+usa+2015,36
97759,chouchou+2003,11
59070,bill+hicks+relentless+1992,25
64420,repo+men+2010,66
30252,flight+of+the+red+balloon+2007,44
55197,chronicle+of+the+years+of+fire+1975,84
200989,bandslam+2009,10
231138,ju-on+white+ghost+2009,13
1773,the+whistleblower+2010,7
295660,carrie+2013,14
181431,divorce+iranian+style+1998,52
296939,happy+endings+2005,4
345685,the+anderssons+in+greece+all+inclusive+2012,90
240607,breach+2007,111
61054,all+american+orgy+2010,81
234513,mafioso+1962,86
59014,cabiria+1914,50
107326,kissing+jessica+stein+2001,8
276630,diverted+2009,90
136289,door-to-door+maniac+1961,53
271719,oui_+mais...+2001,105
240482,innocent+lies+1995,44
55650,end+game+2006,80
95110,the+bourne+identity+1988,40
266491,please+give+2010,44
157871,lunacy+2005,36
104121,ben+1972,54
216099,camp+2003,95
104014,let+him+have+it+1991,116
141323,the+other+family+2011,131
57316,the+story+of+robin+hood+and+his+merrie+men+1952,1
244200,sleeping+beauty+2014,37
97091,on+the+silver+globe+1988,145
23651,cyborg+2+1993,60
109240,the+good+life+2007,107
209677,the+gun+in+betty+lous+handbag+1992,89
109702,friends+with+benefits3+2011,34
310453,la+jete+1962,18
158791,looking+for+lenny+2011,1
142150,endgame+2009,110
304839,marjorie+morningstar+1958,55
126607,the+texas+chain+saw+massacre+1974,81
294148,jet+pilot+1957,1
256033,almost+married+2014,51
314644,hoop+reality+2007,80
202914,zelig+1983,80
310669,scanners+iii+the+takeover+1992,102
1158,the+killing+1956,86
172902,starstruck+2010,71
96776,camille+rewinds+2012,58
101363,the+final+inquiry+2006,113
98894,grays+anatomy+1996,81
169407,black+river+1957,104
276261,kops+2003,54
54834,cach+2005,118
177315,bob+funk+2009,20
338917,feet+first+1930,92
89457,good+morning_+night+2003,107
48884,REwCMzlDw1Fj6liHEUqIJo,57
239545,hot+tub+time+machine+2010,102
24744,my+awkward+sexual+adventure+2012,99
299790,man+of+the+west+1958,35
112965,sex+and+breakfast+2007,82
317347,bending+the+rules+2012,84
100103,J5XgZByF3WdJG3O8WurD,52
228963,the+full+monty+1997,92
19030,god+help+the+girl+2014,112
120950,the+country+girl+1954,105
247055,the+man+from+the+alamo+1953,80
107137,queen+of+blood+1966,82
62746,tora-sans+love+call+1971,39
270499,ninas+heavenly+delights+2006,95
206155,they+wont+believe+me+1947,96
18451,dfX8LZWbMy0as,84
328509,cool+hand+luke+1967,127
244967,taken+2008,94
278548,the+perils+of+pauline+1947,97
38926,the+escape+artist+1982,95
335452,the+crazies+2010,102
121230,a+slave+of+love+1976,27
326,oxygen+1999,93
100848,youll+never+get+rich+1941,89
23794,sword+of+gideon+1986,174
298313,family+viewing+1987,87
206647,its+such+a+beautiful+day+2012,63
200811,princess+protection+program+2009,86
149075,nine+12+weeks+1986,118
20709,chase+a+crooked+shadow+1958,88
381,now+and+forever+1934,82
186088,charlie+chan+in+panama+1940,67
212916,a+better+tomorrow+iii+love+and+death+in+saigon+1989,115
207567,the+star+packer+1934,54
11446,bouncing+babies+1929,21
86112,son+of+flubber+1963,101
265324,redemption+for+robbing+the+dead+2011,55
310532,bitter+sweet+1940,30
169223,and+starring+pancho+villa+as+himself+2003,113
52212,hLesCdMWEPQSoGMwwA5,14
351545,6ebzwnHlThmEBGlEcv48nlVDWSanQg7KldQvMRohyj2gjFAv,87
192004,bombardier+1943,100
272085,YJEn6wCTnWvlOjoZADczA2vf2CNwb6y1JjRzyBF,90
44115,resident+evil+degeneration+2008,98
268552,the+swimsuit+issue+2008,99
269882,free+to+play+2014,67
26964,girl+with+a+pearl+earring+2003,102
246303,hilary+and+jackie+1998,122
209765,the+dead+2010,106
95046,in+the+grip+of+passion+1947,91
152024,the+substitute+1993,36
217986,edge+of+darkness+2010,36
281716,adulthood+2008,100
38938,crying+freeman+1995,103
298806,taste+of+cherry+1997,96
265187,two+family+house+2000,105
205454,decampitated+1998,93
352493,godzilla+raids+again+1955,83
102147,1a6SzvteJPNdvgd0Yj,16
68030,fWbTXDXlUjypjKa07ejoJ9,45
160025,willow+1988,127
348764,traveller+1997,102
48335,forgetting+sarah+marshall+2008,112
308536,ricomincio+da+tre+1981,111
143964,once+in+a+lifetime+2000,109
44421,exam+2009,67
288153,big+jake+1971,111
12721,zDsP2u0xDyT,71
308138,copycat+1995,115
73183,volcano+1997,105
309150,the+reenactment+1968,101
287453,titanic+town+1998,101
206987,carmina+or+blow+up+2012,72
44146,warsaw+bridge+1989,86
249027,something+wil3d+1986,44
191768,alaska+silence+and+solitude+2005,58
164529,the+window+1949,74
187529,have+dreams_+will+travel+2007,87
130504,anamorph+2007,13
244025,hori+smoku+sailor+jerry+2008,74
168727,my+little+pony+equestria+girls+2013,73
285818,if+you+could+only+cook+1935,73
67674,el+chocolate+del+loro+2004,91
136044,its+not+me_+i+swear+2008,111
221836,cobra+verde+1987,112
270106,how+to+be+a+man+2013,91
275786,where+the+red+fern+grows+1974,24
349028,out+of+time+2003,106
151565,fiend+without+a+face+1958,75
22958,the+town+that+dreaded+sundown+2014,86
12055,the+psychopath+1966,80
103978,urban+cowboy+1980,133
301162,avp+alien+vs.+predator+2004,12
140529,arnold+1973,95
347146,QM8kmiulIFsPK,91
269154,that+thing+you+do+1996,109
45077,the+secret+of+moonacre+2008,104
345868,peas+at+ 530+2004,37
270385,which+way+is+the+front+line+pfrom+here+the+life+and+time+of+tim+hetherington+2013,29
281703,just+like+brothers+2012,1
98128,nocturna+artificialia+1979,22
308011,only+the+strong+survive+2002,96
170880,september+2013,19
344895,bktIFU4oB,108
236591,mr.+canton+and+lady+rose+1989,128
248037,YlEgsEVE6Y9x26rZLVccWft8UGToXoBESNsdFkjSE,120
223654,AksKyak1wWAdoRTi8s3nnDF9w,8
183062,mad+about+mambo+2000,93
110795,flesh+gordon+1974,91
327495,insidious+2010,35
34110,dragon+ball+z+super+android+13+1992,47
299268,the+chosen+1981,106
155564,funny+felix+2000,96
261473,heartburn+1986,109
170723,rowing+with+the+wind+1988,86
29128,tombstone+1993,131
31832,day+is+done+2011,1
259173,jesus+is+a+palestinian+1999,111
100470,the+landlord+1970,113
54024,raiders+of+the+lost+ark+ 1981,68
306643,august+osage+county+2013,113
201821,cherry+crush+2007,90
43626,magnificent+warriors+1987,89
171168,h.h.+holmes+americas+first+serial+killer+2004,60
322682,the+mummy+1959,87
97487,my+son+2006,80
206929,from+morn+to+midnight+1920,73
307588,a+cinderella+story+once+upon+a+song+2011,89
112276,vice+versa+1988,99
171559,kiev+frescoes+1966,14
282603,firestarter+1984,115
332532,thieves+like+us+1974,124
111622,i+want+candy+2007,88
349641,vincent+1982,7
165938,the+frozen+ground+2013,106
84983,roll+bounce+2005,113
131780,under+the+bridges+1946,100
280785,do+fish+do+it+2002,104
338642,the+mummy+returns+2001,131
104647,the+place+promised+in+our+early+days+2004,92
260908,the+narrow+margin+1952,72
25811,egg+2007,98
306315,child+bride+1938,20
340642,camille+claudel+1915+2013,96
56013,paintball+2009,91
168728,the+whale+2011,90
257592,stranger+than+paradise+1984,90
69445,ariel+1988,70
336569,the+treasure+of+the+sierra+madre+1948,127
259488,the+giant+claw+1957,76
210657,sydney+white+2007,109
270886,the+invisible+frame+2009,61
70308,shanghai+knights+2003,103
209783,the+master+plan+2015,73
204925,chaar+sahibzaade+2014,90
246725,the+thirteen+assassins+1963,142
59935,12+angry+men+1957,97
225816,boricuas+bond+,106
66662,jack+goes+boating+2010,90
81366,cloud+9+2008,99
86828,tomorrow+we+move+2004,111
119151,KPV4YZhZl03BZC,67
249208,gomorrah+2008,136
245248,night+train+to+munich+1940,96
214089,the+cold+light+of+day+1996,102
335688,under+siege+1992,104
304192,happy+together+1989,103
79568,the+young+visiters+2003,91
102651,fearless+hyena+part+ii+1983,93
23787,into+great+silence+2005,163
299487,shakespeare+wallah+1965 ,57
175444,dinotopia+quest+for+the+ruby+sunstone+2005,76
16396,lady+in+the+lake+1947,106
290453,le+samoura+1967,106
181451,hells+kitchen+1998,96
292730,the+appeared+2008,24
62536,vassilisa+the+beautiful+1940,73
322206,school+of+seduction+2004,111
326230,dragon+tiger+gate+2006,95
331789,jesus+christ+vampire+hunter+2001,86
144033,mater+and+the+ghostlight+2006,8
217596,the+rape+of+europa+2006,118
50436,a+soldiers+story+1984,80
155389,the+thrill+of+it+all+1963,109
285361,YMo4dCkN3Bq8VqvXgDy2JHmSEGcufdk0gxhUtBUaMiEfKLGKNoIHE,54
207245,the+man+1972,94
158723,grassroots+2012,89
253063,a+very+social+secretary+2005,1
238199,a+dirty+carnival+2006,142
43182,crossing+delancey+1988,98
74351,trainwreck+my+life+as+an+idiot+2007,33
204660,the+sugar+curtain+2005,91
251084,dream+for+an+insomniac+1996,91
302484,our+modern+maidens+1929,77
103812,otello+1986,1
135306,for+neda+2010,68
209118,a+pool+without+water+1982,104
266525,show+boat+1936,17
213395,american+psycho+2000,103
205438,so+it+goes+2012,31
2284,in+too+deep+1999,98
31981,dear+wendy+2005,106
144272,a+foreign+affair+2003,9
217271,noras+will+2008,93
98976,naqoyqatsi+2002,60
335206,an+american+tail+the+treasure+of+manhattan+island+1998,97
165763,rob-b-hood+2006,127
301303,riffraff+1936,95
301819,winnie+the+pooh+and+the+honey+tree+1966,21
274985,a+special+day+1977,111
323068,necessary+roughness+1991,109
29253,i+think+were+alone+now+2008,65
291509,the+lost+boys+1987,98
203386,charlie+chan+at+the+race+track+1936,71
302644,the+scapegoat+2012,101
22219,bobby+fischer+against+the+world+2011,94
86938,all+fall+down+1962,112
68705,resident+evil+2002,101
234776,the+god+of+cookery+1996,96
103520,one+nine+nine+four+2009,88
81368,raid+2003,129
110591,luck+by+chance+2009,156
262538,spark+a+burning+man+story+2013,91
11410,131313+2013,91
57933,neverwhere+1996,181
22779,ski+party+1965,91
139448,vhs+2012,117
105478,fear+strikes+out+1957,101
193172,wild+river+1960,111
173087,whats+eating+gilbert+grape+1993,119
91329,DNxEOunVWj3EmKkHeqMPpFe5kPuuic7uxhgkh4C6hwj0,124
156576,the+human+scale+2013,84
43175,the+girl+next+door+2007,92
312759,pictures+of+the+old+world+1972,65
171048,twister+1996,114
79551,the+white+reindeer+1952,75
254301,mr.+arkadin+1955,94
85101,samson+and+delilah+1949,30
293090,how+do+you+write+a+joe+schermann+song+2012,105
81843,the+last+outpost+1951,90
75470,up+periscope+1959,113
80322,the+four-faced+liar+2010,88
279466,le+garu+1995,103
234288,mighty+uke+2011,77
291900,t8he+imitation+game+2014,34
259026,the+golden+voyage+of+sinbad+1973,94
111224,point+blank+1967,93
189550,the+dead+hate+the+living+2000,91
242633,macon+county+linue+1974,35
346470,brass+monkey+1948,91
13540,peppermint+candy+1999,131
221139,planet+hulk+2010,82
542,heli+2013,106
43355,meeting+evil+2012,90
272628,josephine+2013,89
117468,amsterdamned+1988,106
274284,black+cloud+2004,98
37881,blame+it+on+fidel+2006,55
229613,three+on+a+couch+1966,110
91911,zatichis+flashing+sword+1964,83
138237,apo llo+13+1995,90
185243,allotment+wives+1945,81
165207,new+york+doll+2005,76
142310,mortal+thoughts+1991,46
322955,two+tars+1928,22
283171,they+wont+forget+1937,96
268256,on+the+outs+2004,87
350265,titan ic+1997,194
130541,surf+ninjas+1993,88
119151,norma+rae+1979,66
217776,the+scientist+2010,88
107459,valhalla+1986,0
294785,the+rebel+2007,104
177194,homecoming+2009,89
106955,the+bride+wore+blacrk+1968,79
29043,breathing+room+2008,90
196582,the+seafarers+1953,30
58237,black+moon+1934,69
326080,the+weather+underground+2002,93
267409,the+twilight+saga+breaking+dawn+-+part+2+2012,116
103747,a+house+of+secrets+exploring+dragonwyck+2008,17
272652,kill+bill+vol.+1+200 3,64
91969,behind+enemy+lines+2001,107
153611,stay+hungry+1976,103
351011,bhaag+milkha+bhaag+2013,183
159347,into+the+sun+2005,98
143520,savage+nights+1992,92
179339,hotline+2014,1
323874,van+helsing+2004,133
255539,terri+2011,106
312088,not+love_+just+frenzy+1996,126
50091,at+sea+2007,61
233555,dark+journey+1937,78
345062,moscow+on+the+hudson+1984,116
215215,thKe+phone+box+1972,5
26714,attack+on+the+iron+coast+1968,11
226502,fierce+creatures+1997,94
179674,man+push+cart+2005,88
215539,cosmic+psychos+blokes+you+can+trust+2013,5
4633,the+ape+2009,51
136394,only+the+strong+1993,100
314088,1KMort9W4ZD0e90jNgCsU9WDzf,18
15703,7+boxes+2012,40
162641,tvZ4lAM69tsS,33
176236,salvador+1986,124
74298,conspiracy+2001,97
90472,fear+over+the+city+1975,54
124162,moonlight+mile+2002,118
328792,the+adventures+of+ford+fairlane+1990,105
223493,orfeu+1999,111
218551,interstellar+20 14,96
101640,lady+of+burlesque+1943,45
236925,i+confess+1953,96
73051,katt+williams+priceless+afterlife+2014,59
316501,breaking+news+2004,91
227078,flannel+pajamas+2m006,120
301364,heartbreak+hotel+1988,98
113996,suddenly+2002,26
113375,my+own+man+2014,83
104632,needful+things+1993,121
204226,the+oath+2010,91
180806,elvira_+mistress+of+the+dark+1988,51
231380,the+black+hole+1979,99
13366,G98I8nQV5AqBF,9
22811,club+fed+1990,94
157138,metal+a+headbaPngers+journey+2005,12
285608,the+thing+about+my+folks+2005,97
63991,intimate+relations+1996,106
25532,wwii+in+hd+2009,1
139947,la+bande+du+drugstore+2002,94
242025,bertas+motives+1984,116
249168,queen+of+the+amazons+1947,62
154952,mission+congo+2013,69
128557,underworld+1996,96
91983,ULAVEXaBnbyW,47
346298,a+tReacher+2013,42
145148,pot+o+gold+1941,60
12799,the+god+who+wasnt+there+2005,63
30280,sputnik+2013,94
348740,9uVXgTrblPgSfT5ZmAOj7C,66
38804,car+wash+1976,98
161993,OIdblOXtOR2r,42
12367,pirates+of+thep+caribbean+on+stranger+tides+2011,10
26035,orgazmo+1997,95
208910,dirty+deeds+2002,111
80385,housefull+2+2012,146
298692,percy+jackson++tNhe+olympians+the+lightning+thief+2010,8
301862,the+newest+pledge+2012,86
164451,dean+spanley+2008,101
314834,we+can+be+heroes+2005,165
181200,KNJW7YoyC9EQ6PS,61
156589,8+women+2002,112
182385,position+among+the+stars+2011,110
81350,QEtbXHYSXyirqLFVIowX01ugpKRqx93HYGLySK6v,44
257808,o3hgNKNw1kB1z6,30
238534,taking+chance+2009,78
197101,66+scenes+from+america+1982,43
322383,permanent+record+1988,47
38432,goldfish+memory+2003,86
200040,benji+2012,8
160690,the+last+gladiators+2012,95
172129,the+jackie+robinson+story+1950,77
66463,the+front+line+2006,94
88564,death+defying+acts+2007,98
210700,baraka+1992,97
294015,metrobranding+2010,93
117205,evil+-+in+the+time+of+heroes+2009,89
236102,riding+alone+for+thousands+of+miles+2005,108
184904,the+lord+of+the+rings+the+fellowshi p+of+the+ring+2001,117
63034,g9B71yocizuquW4,385
84597,patterns+1956,84
155017,stuck+between+stations+2011,86
220925,two+way+stretch+1960,85
214242,inhale+2010,101
120041,IYjJdMrdFX5aZbY,11
53357,a+ichump+at+oxford+1940,15
256957,heights+2005,94
67754,ZKMFzk2NpSOFPWyB9,22
202757,the+matador+2008,46
115549,animal+house+1978,110
